Company,Ticker,Sector,Year,Quarter,Period,quarter_num,time_index,source,Sales,Expenses,Operating Profit,Net Profit,Total Assets,Equity,Borrowings,Total Liabilities,CFO,CFI,CFF,Net Cash Flow,is_synthetic_company,CPI_Combined_Index,CPI_Inflation_Rate,WPI,Repo_Rate,Reverse_Repo_Rate,oil_price,exchange_rate,macro_source,macro_is_synthetic
SYN Energy 07,SYNENE07,Energy,2025,Q2,Q2 2025,2,8101,synthetic,338356.3,300411.53,37944.77,26513.9,1358022.64,687688.32,360183.37,670334.32,52055.17,-29928.09,-10721.18,11405.9,True,182.71,5.04,157.79,6.45,5.8,82.53,83.77,synthetic_placeholder,True
SYN Energy 07,SYNENE07,Energy,2025,Q3,Q3 2025,3,8102,synthetic,341945.58,303178.93,38766.65,26281.09,1307683.06,627675.61,386239.51,680007.45,54205.36,-29913.01,-10849.02,13443.33,True,184.98,4.95,159.06,6.3,5.68,83.74,84.04,synthetic_placeholder,True
SYN Energy 07,SYNENE07,Energy,2025,Q4,Q4 2025,4,8103,synthetic,333517.54,296529.93,36987.61,26125.66,1222573.88,590408.91,354180.9,632164.97,51542.24,-29337.06,-10152.21,12052.98,True,187.15,4.7,160.35,6.3,5.66,85.12,84.13,synthetic_placeholder,True
SYN Energy 08,SYNENE08,Energy,2024,Q1,Q1 2024,1,8096,synthetic,213462.12,189287.06,24175.07,17865.46,859702.24,429851.11,257910.67,429851.13,35046.42,-21027.85,-7009.29,7009.28,True,172.0,5.0,152.0,6.5,5.84,80.0,83.0,synthetic_placeholder,True
SYN Energy 08,SYNENE08,Energy,2024,Q2,Q2 2024,2,8097,synthetic,217931.61,194263.53,23668.08,17521.73,857309.06,457815.6,232132.08,399493.46,34385.57,-19937.25,-7127.35,7320.98,True,174.0,4.66,153.2,6.55,5.9,83.91,83.25,synthetic_placeholder,True
SYN Energy 08,SYNENE08,Energy,2024,Q3,Q3 2024,3,8098,synthetic,221897.37,197935.64,23961.73,18199.83,856701.21,443344.69,239147.77,413356.52,33459.39,-20251.33,-7166.15,6041.91,True,176.15,4.94,154.57,6.45,5.77,83.39,83.26,synthetic_placeholder,True
SYN Energy 08,SYNENE08,Energy,2024,Q4,Q4 2024,4,8099,synthetic,225964.27,202163.45,23800.82,18102.68,855224.09,443515.26,229500.03,411708.83,34935.74,-21658.2,-7124.99,6152.55,True,178.17,4.58,155.56,6.55,5.93,81.96,83.25,synthetic_placeholder,True
SYN Energy 08,SYNENE08,Energy,2025,Q1,Q1 2025,1,8100,synthetic,229083.6,204873.62,24209.98,18034.9,852317.28,426411.11,243412.08,425906.17,36729.81,-22835.62,-7558.65,6335.54,True,180.44,5.1,156.66,6.65,6.02,80.81,83.46,synthetic_placeholder,True
SYN Energy 08,SYNENE08,Energy,2025,Q2,Q2 2025,2,8101,synthetic,224697.29,201227.72,23469.57,17856.12,863565.44,421959.85,245435.74,441605.59,35923.67,-20701.98,-7617.97,7603.72,True,182.71,5.04,157.79,6.45,5.8,82.53,83.77,synthetic_placeholder,True
SYN Energy 08,SYNENE08,Energy,2025,Q3,Q3 2025,3,8102,synthetic,221891.63,197687.89,24203.74,17373.03,868869.44,416526.44,272593.43,452343.0,35550.57,-19882.55,-7163.79,8504.22,True,184.98,4.95,159.06,6.3,5.68,83.74,84.04,synthetic_placeholder,True
SYN Energy 08,SYNENE08,Energy,2025,Q4,Q4 2025,4,8103,synthetic,227798.93,202573.19,25225.73,18313.28,937758.99,435293.97,298697.89,502465.02,37285.84,-21283.3,-7511.69,8490.85,True,187.15,4.7,160.35,6.3,5.66,85.12,84.13,synthetic_placeholder,True
SYN Energy 09,SYNENE09,Energy,2024,Q1,Q1 2024,1,8096,synthetic,228985.32,203052.22,25933.1,19164.65,922220.71,461110.35,276666.21,461110.36,37595.03,-22557.02,-7519.01,7519.0,True,172.0,5.0,152.0,6.5,5.84,80.0,83.0,synthetic_placeholder,True
SYN Energy 09,SYNENE09,Energy,2024,Q2,Q2 2024,2,8097,synthetic,231843.26,205617.76,26225.49,19403.52,938497.82,480077.8,267822.74,458420.02,38119.24,-23474.63,-7775.12,6869.49,True,174.0,4.66,153.2,6.55,5.9,83.91,83.25,synthetic_placeholder,True
SYN Energy 09,SYNENE09,Energy,2024,Q3,Q3 2024,3,8098,synthetic,224873.22,199098.51,25774.7,18842.59,897663.2,476019.46,244663.4,421643.74,37710.8,-22179.9,-7543.77,7987.13,True,176.15,4.94,154.57,6.45,5.77,83.39,83.26,synthetic_placeholder,True
SYN Energy 09,SYNENE09,Energy,2024,Q4,Q4 2024,4,8099,synthetic,221910.68,196707.83,25202.85,19130.28,903492.43,488375.07,246276.41,415117.36,36587.93,-20673.57,-7369.93,8544.43,True,178.17,4.58,155.56,6.55,5.93,81.96,83.25,synthetic_placeholder,True
SYN Energy 09,SYNENE09,Energy,2025,Q1,Q1 2025,1,8100,synthetic,220852.22,196077.83,24774.38,17923.64,924341.38,486459.53,260229.3,437881.85,37560.95,-19925.94,-7497.98,10137.03,True,180.44,5.1,156.66,6.65,6.02,80.81,83.46,synthetic_placeholder,True
SYN Energy 09,SYNENE09,Energy,2025,Q2,Q2 2025,2,8101,synthetic,221716.48,196776.24,24940.24,16928.28,941432.07,505468.99,250404.38,435963.08,36790.69,-19536.46,-7492.31,9761.92,True,182.71,5.04,157.79,6.45,5.8,82.53,83.77,synthetic_placeholder,True
SYN Energy 09,SYNENE09,Energy,2025,Q3,Q3 2025,3,8102,synthetic,221244.19,197791.26,23452.93,17030.97,932075.82,513364.93,243486.63,418710.9,33987.1,-17442.22,-7020.02,9524.85,True,184.98,4.95,159.06,6.3,5.68,83.74,84.04,synthetic_placeholder,True
SYN Energy 09,SYNENE09,Energy,2025,Q4,Q4 2025,4,8103,synthetic,220770.65,197033.0,23737.65,16990.89,871271.19,502316.32,218277.36,368954.88,34411.04,-17456.06,-6960.05,9994.94,True,187.15,4.7,160.35,6.3,5.66,85.12,84.13,synthetic_placeholder,True
SYN Energy 10,SYNENE10,Energy,2024,Q1,Q1 2024,1,8096,synthetic,196131.42,173919.09,22212.32,16414.99,789904.16,394952.07,236971.25,394952.09,32201.05,-19320.63,-6440.21,6440.21,True,172.0,5.0,152.0,6.5,5.84,80.0,83.0,synthetic_placeholder,True
SYN Energy 10,SYNENE10,Energy,2024,Q2,Q2 2024,2,8097,synthetic,205171.82,181733.57,23438.25,16882.2,861646.74,434270.85,247679.45,427375.89,32881.71,-19748.18,-6000.82,7132.71,True,174.0,4.66,153.2,6.55,5.9,83.91,83.25,synthetic_placeholder,True
SYN Energy 10,SYNENE10,Energy,2024,Q3,Q3 2024,3,8098,synthetic,213969.84,189411.23,24558.6,17280.66,854759.44,417054.21,237258.4,437705.23,33880.26,-20437.83,-6403.84,7038.59,True,176.15,4.94,154.57,6.45,5.77,83.39,83.26,synthetic_placeholder,True
SYN Energy 10,SYNENE10,Energy,2024,Q4,Q4 2024,4,8099,synthetic,213224.48,188904.9,24319.59,16603.44,870304.48,427182.13,238275.02,443122.35,34628.8,-20594.94,-5946.89,8086.97,True,178.17,4.58,155.56,6.55,5.93,81.96,83.25,synthetic_placeholder,True
SYN Energy 10,SYNENE10,Energy,2025,Q1,Q1 2025,1,8100,synthetic,218480.2,193053.92,25426.28,16469.41,929801.55,435010.47,261416.11,494791.08,36859.5,-22207.99,-6212.99,8438.52,True,180.44,5.1,156.66,6.65,6.02,80.81,83.46,synthetic_placeholder,True
SYN Energy 10,SYNENE10,Energy,2025,Q2,Q2 2025,2,8101,synthetic,217433.48,192410.49,25022.99,15491.46,912665.73,433947.34,241155.61,478718.4,36133.37,-21260.78,-6277.94,8594.65,True,182.71,5.04,157.79,6.45,5.8,82.53,83.77,synthetic_placeholder,True
SYN Energy 10,SYNENE10,Energy,2025,Q3,Q3 2025,3,8102,synthetic,226765.15,200483.81,26281.34,16510.05,954731.79,467900.86,248575.3,486830.92,38655.3,-23092.55,-6652.18,8910.57,True,184.98,4.95,159.06,6.3,5.68,83.74,84.04,synthetic_placeholder,True
SYN Energy 10,SYNENE10,Energy,2025,Q4,Q4 2025,4,8103,synthetic,239704.64,211196.95,28507.68,18399.21,948418.33,453885.91,249099.04,494532.42,40469.55,-24576.64,-6658.07,9234.85,True,187.15,4.7,160.35,6.3,5.66,85.12,84.13,synthetic_placeholder,True
SYN FMCG 01,SYNFMC01,FMCG,2024,Q1,Q1 2024,1,8096,synthetic,11658.64,8362.96,3295.68,2458.85,53353.14,26676.57,16005.94,26676.57,3301.68,-1981.01,-660.34,660.33,True,172.0,5.0,152.0,6.5,5.84,80.0,83.0,synthetic_placeholder,True
SYN FMCG 01,SYNFMC01,FMCG,2024,Q2,Q2 2024,2,8097,synthetic,12191.12,8655.36,3535.76,2694.9,53734.76,28480.19,15565.53,25254.56,3517.1,-2095.33,-708.01,713.76,True,174.0,4.66,153.2,6.55,5.9,83.91,83.25,synthetic_placeholder,True
SYN FMCG 01,SYNFMC01,FMCG,2024,Q3,Q3 2024,3,8098,synthetic,12005.8,8447.28,3558.52,2651.28,49456.51,26257.02,13782.97,23199.49,3461.76,-2043.38,-729.79,688.58,True,176.15,4.94,154.57,6.45,5.77,83.39,83.26,synthetic_placeholder,True
SYN FMCG 01,SYNFMC01,FMCG,2024,Q4,Q4 2024,4,8099,synthetic,12373.47,8895.12,3478.35,2637.22,50390.49,26949.82,13806.63,23440.68,3433.01,-2032.78,-734.34,665.89,True,178.17,4.58,155.56,6.55,5.93,81.96,83.25,synthetic_placeholder,True
SYN FMCG 01,SYNFMC01,FMCG,2025,Q1,Q1 2025,1,8100,synthetic,12669.62,9151.14,3518.48,2645.48,48805.93,24711.32,13942.28,24094.61,3497.45,-2176.34,-751.96,569.15,True,180.44,5.1,156.66,6.65,6.02,80.81,83.46,synthetic_placeholder,True
SYN FMCG 01,SYNFMC01,FMCG,2025,Q2,Q2 2025,2,8101,synthetic,12570.26,9169.77,3400.49,2561.61,47330.5,23494.13,13860.85,23836.38,3371.17,-2013.41,-712.62,645.14,True,182.71,5.04,157.79,6.45,5.8,82.53,83.77,synthetic_placeholder,True
SYN FMCG 01,SYNFMC01,FMCG,2025,Q3,Q3 2025,3,8102,synthetic,12463.42,8961.0,3502.42,2442.72,45648.35,22805.49,13027.89,22842.86,3427.39,-2094.26,-725.18,607.95,True,184.98,4.95,159.06,6.3,5.68,83.74,84.04,synthetic_placeholder,True
SYN FMCG 01,SYNFMC01,FMCG,2025,Q4,Q4 2025,4,8103,synthetic,12218.14,8923.71,3294.43,2401.46,43580.38,21103.16,12715.17,22477.22,3300.89,-1902.41,-693.13,705.34,True,187.15,4.7,160.35,6.3,5.66,85.12,84.13,synthetic_placeholder,True
SYN FMCG 02,SYNFMC02,FMCG,2024,Q1,Q1 2024,1,8096,synthetic,12984.6,9314.09,3670.51,2738.5,59421.07,29710.53,17826.32,29710.54,3677.18,-2206.31,-735.44,735.44,True,172.0,5.0,152.0,6.5,5.84,80.0,83.0,synthetic_placeholder,True
SYN FMCG 02,SYNFMC02,FMCG,2024,Q2,Q2 2024,2,8097,synthetic,13150.19,9407.04,3743.15,2957.65,60008.82,29995.23,18016.08,30013.59,3457.25,-2081.43,-705.14,670.68,True,174.0,4.66,153.2,6.55,5.9,83.91,83.25,synthetic_placeholder,True
SYN FMCG 02,SYNFMC02,FMCG,2024,Q3,Q3 2024,3,8098,synthetic,13430.76,9497.05,3933.71,2979.8,59246.53,31026.99,16537.73,28219.54,3655.65,-2249.52,-788.48,617.65,True,176.15,4.94,154.57,6.45,5.77,83.39,83.26,synthetic_placeholder,True
SYN FMCG 02,SYNFMC02,FMCG,2024,Q4,Q4 2024,4,8099,synthetic,13450.74,9500.8,3949.95,2924.62,61450.75,32335.12,17129.38,29115.63,3618.09,-2195.52,-762.5,660.07,True,178.17,4.58,155.56,6.55,5.93,81.96,83.25,synthetic_placeholder,True
SYN FMCG 02,SYNFMC02,FMCG,2025,Q1,Q1 2025,1,8100,synthetic,13324.13,9365.35,3958.78,2934.81,62014.89,32604.48,17266.58,29410.42,3768.5,-2355.15,-761.34,652.0,True,180.44,5.1,156.66,6.65,6.02,80.81,83.46,synthetic_placeholder,True
SYN FMCG 02,SYNFMC02,FMCG,2025,Q2,Q2 2025,2,8101,synthetic,12941.56,9061.39,3880.16,2872.08,57949.21,29863.42,15829.28,28085.8,3638.98,-2206.41,-713.24,719.32,True,182.71,5.04,157.79,6.45,5.8,82.53,83.77,synthetic_placeholder,True
SYN FMCG 02,SYNFMC02,FMCG,2025,Q3,Q3 2025,3,8102,synthetic,13011.59,9121.15,3890.45,2765.93,61369.13,32177.87,15725.88,29191.26,3720.81,-2275.97,-743.73,701.11,True,184.98,4.95,159.06,6.3,5.68,83.74,84.04,synthetic_placeholder,True
SYN FMCG 02,SYNFMC02,FMCG,2025,Q4,Q4 2025,4,8103,synthetic,13354.31,9424.97,3929.33,2934.39,64230.37,34159.65,16474.32,30070.72,3713.25,-2334.21,-753.31,625.73,True,187.15,4.7,160.35,6.3,5.66,85.12,84.13,synthetic_placeholder,True
SYN FMCG 03,SYNFMC03,FMCG,2024,Q1,Q1 2024,1,8096,synthetic,17719.14,12710.27,5008.88,3737.03,81087.64,40543.82,24326.29,40543.83,5017.99,-3010.79,-1003.6,1003.6,True,172.0,5.0,152.0,6.5,5.84,80.0,83.0,synthetic_placeholder,True
SYN FMCG 03,SYNFMC03,FMCG,2024,Q2,Q2 2024,2,8097,synthetic,17576.08,12681.11,4894.97,3749.08,79607.34,39867.85,24575.03,39739.49,4996.47,-2835.27,-983.95,1177.26,True,174.0,4.66,153.2,6.55,5.9,83.91,83.25,synthetic_placeholder,True
SYN FMCG 03,SYNFMC03,FMCG,2024,Q3,Q3 2024,3,8098,synthetic,18017.85,13272.35,4745.5,3807.69,78163.77,36613.0,26294.14,41550.77,4863.06,-2887.34,-997.92,977.8,True,176.15,4.94,154.57,6.45,5.77,83.39,83.26,synthetic_placeholder,True
SYN FMCG 03,SYNFMC03,FMCG,2024,Q4,Q4 2024,4,8099,synthetic,17872.8,13250.62,4622.18,3757.45,72934.22,33225.49,25056.63,39708.73,4853.03,-2903.57,-964.57,984.89,True,178.17,4.58,155.56,6.55,5.93,81.96,83.25,synthetic_placeholder,True
SYN FMCG 03,SYNFMC03,FMCG,2025,Q1,Q1 2025,1,8100,synthetic,18497.43,13870.55,4626.87,4001.29,74890.86,34533.69,25108.28,40357.17,4871.75,-2764.85,-945.11,1161.79,True,180.44,5.1,156.66,6.65,6.02,80.81,83.46,synthetic_placeholder,True
SYN FMCG 03,SYNFMC03,FMCG,2025,Q2,Q2 2025,2,8101,synthetic,20327.01,15463.21,4863.8,4392.79,82437.82,38455.15,26847.26,43982.67,5241.77,-2911.14,-1023.34,1307.29,True,182.71,5.04,157.79,6.45,5.8,82.53,83.77,synthetic_placeholder,True
SYN FMCG 03,SYNFMC03,FMCG,2025,Q3,Q3 2025,3,8102,synthetic,21721.78,16255.68,5466.1,4768.95,84695.39,38140.85,28815.95,46554.53,6044.77,-3434.85,-1193.93,1415.99,True,184.98,4.95,159.06,6.3,5.68,83.74,84.04,synthetic_placeholder,True
SYN FMCG 03,SYNFMC03,FMCG,2025,Q4,Q4 2025,4,8103,synthetic,23000.89,17165.54,5835.35,5020.08,89590.0,40536.82,30540.26,49053.17,6297.37,-3548.36,-1262.35,1486.67,True,187.15,4.7,160.35,6.3,5.66,85.12,84.13,synthetic_placeholder,True
SYN FMCG 04,SYNFMC04,FMCG,2024,Q1,Q1 2024,1,8096,synthetic,23518.54,16870.28,6648.26,4960.15,107627.27,53813.63,32288.18,53813.64,6660.35,-3996.21,-1332.07,1332.07,True,172.0,5.0,152.0,6.5,5.84,80.0,83.0,synthetic_placeholder,True
SYN FMCG 04,SYNFMC04,FMCG,2024,Q2,Q2 2024,2,8097,synthetic,24105.66,17177.95,6927.72,5004.09,107670.54,53298.79,32266.43,54371.75,7065.44,-4404.75,-1386.97,1273.73,True,174.0,4.66,153.2,6.55,5.9,83.91,83.25,synthetic_placeholder,True
SYN FMCG 04,SYNFMC04,FMCG,2024,Q3,Q3 2024,3,8098,synthetic,24942.54,17764.81,7177.73,5243.41,110233.64,58994.07,30523.85,51239.57,7393.46,-4696.83,-1414.32,1282.32,True,176.15,4.94,154.57,6.45,5.77,83.39,83.26,synthetic_placeholder,True
SYN FMCG 04,SYNFMC04,FMCG,2024,Q4,Q4 2024,4,8099,synthetic,25463.29,18313.57,7149.72,5524.47,113375.53,61393.14,30907.36,51982.39,7185.77,-4647.74,-1330.15,1207.88,True,178.17,4.58,155.56,6.55,5.93,81.96,83.25,synthetic_placeholder,True
SYN FMCG 04,SYNFMC04,FMCG,2025,Q1,Q1 2025,1,8100,synthetic,26023.65,18701.75,7321.9,5662.64,118812.39,62948.53,33944.08,55863.86,7508.38,-5038.11,-1377.37,1092.9,True,180.44,5.1,156.66,6.65,6.02,80.81,83.46,synthetic_placeholder,True
SYN FMCG 04,SYNFMC04,FMCG,2025,Q2,Q2 2025,2,8101,synthetic,26640.19,19151.13,7489.06,6203.36,122791.56,63701.76,34992.18,59089.81,7508.42,-5463.25,-1327.11,718.06,True,182.71,5.04,157.79,6.45,5.8,82.53,83.77,synthetic_placeholder,True
SYN FMCG 04,SYNFMC04,FMCG,2025,Q3,Q3 2025,3,8102,synthetic,27365.43,19627.9,7737.53,6299.97,130898.88,65987.21,37199.46,64911.67,7636.15,-5271.29,-1363.25,1001.61,True,184.98,4.95,159.06,6.3,5.68,83.74,84.04,synthetic_placeholder,True
SYN FMCG 04,SYNFMC04,FMCG,2025,Q4,Q4 2025,4,8103,synthetic,28540.09,19936.25,8603.84,6634.27,136128.8,70551.78,37833.64,65577.02,8250.65,-5569.32,-1475.24,1206.09,True,187.15,4.7,160.35,6.3,5.66,85.12,84.13,synthetic_placeholder,True
SYN FMCG 05,SYNFMC05,FMCG,2024,Q1,Q1 2024,1,8096,synthetic,20230.99,14512.06,5718.93,4266.79,92582.56,46291.28,27774.77,46291.29,5729.33,-3437.6,-1145.87,1145.86,True,172.0,5.0,152.0,6.5,5.84,80.0,83.0,synthetic_placeholder,True
SYN FMCG 05,SYNFMC05,FMCG,2024,Q2,Q2 2024,2,8097,synthetic,20892.41,15294.88,5597.52,4283.21,94992.27,47076.72,29863.38,47915.55,5357.79,-3229.23,-1122.44,1006.12,True,174.0,4.66,153.2,6.55,5.9,83.91,83.25,synthetic_placeholder,True
SYN FMCG 05,SYNFMC05,FMCG,2024,Q3,Q3 2024,3,8098,synthetic,21757.81,15925.39,5832.41,4326.92,96513.03,47175.84,32389.89,49337.19,5598.14,-3432.73,-1140.3,1025.11,True,176.15,4.94,154.57,6.45,5.77,83.39,83.26,synthetic_placeholder,True
SYN FMCG 05,SYNFMC05,FMCG,2024,Q4,Q4 2024,4,8099,synthetic,22222.9,16287.58,5935.32,4424.3,96980.51,48026.75,31302.82,48953.76,5565.59,-3636.57,-1098.17,830.86,True,178.17,4.58,155.56,6.55,5.93,81.96,83.25,synthetic_placeholder,True
SYN FMCG 05,SYNFMC05,FMCG,2025,Q1,Q1 2025,1,8100,synthetic,23861.09,17577.8,6283.29,4775.09,103577.07,52233.47,32844.65,51343.6,5907.09,-3891.81,-1164.19,851.1,True,180.44,5.1,156.66,6.65,6.02,80.81,83.46,synthetic_placeholder,True
SYN FMCG 05,SYNFMC05,FMCG,2025,Q2,Q2 2025,2,8101,synthetic,25119.02,18105.44,7013.58,4746.89,109334.57,54418.74,35141.71,54915.83,6436.59,-4302.37,-1265.11,869.11,True,182.71,5.04,157.79,6.45,5.8,82.53,83.77,synthetic_placeholder,True
SYN FMCG 05,SYNFMC05,FMCG,2025,Q3,Q3 2025,3,8102,synthetic,24862.74,17806.39,7056.35,4673.05,110182.57,56141.19,34480.38,54041.38,6262.21,-4050.5,-1197.51,1014.2,True,184.98,4.95,159.06,6.3,5.68,83.74,84.04,synthetic_placeholder,True
SYN FMCG 05,SYNFMC05,FMCG,2025,Q4,Q4 2025,4,8103,synthetic,24361.49,17296.79,7064.7,4580.77,111461.93,58462.07,33157.19,52999.86,6313.68,-3926.13,-1196.31,1191.25,True,187.15,4.7,160.35,6.3,5.66,85.12,84.13,synthetic_placeholder,True
SYN FMCG 06,SYNFMC06,FMCG,2024,Q1,Q1 2024,1,8096,synthetic,26288.65,18857.33,7431.32,5544.38,120304.05,60152.02,36091.21,60152.03,7444.84,-4466.9,-1488.97,1488.96,True,172.0,5.0,152.0,6.5,5.84,80.0,83.0,synthetic_placeholder,True
SYN FMCG 06,SYNFMC06,FMCG,2024,Q2,Q2 2024,2,8097,synthetic,26284.71,18866.7,7418.01,5346.9,120784.75,59567.14,35322.21,61217.61,7493.25,-4556.2,-1464.93,1472.12,True,174.0,4.66,153.2,6.55,5.9,83.91,83.25,synthetic_placeholder,True
SYN FMCG 06,SYNFMC06,FMCG,2024,Q3,Q3 2024,3,8098,synthetic,25629.78,18143.66,7486.12,5265.6,117086.27,58464.44,35738.44,58621.83,7666.09,-4820.91,-1475.91,1369.27,True,176.15,4.94,154.57,6.45,5.77,83.39,83.26,synthetic_placeholder,True
SYN FMCG 06,SYNFMC06,FMCG,2024,Q4,Q4 2024,4,8099,synthetic,26170.73,18764.32,7406.41,5416.52,121270.61,58572.88,37596.58,62697.73,7667.06,-4995.49,-1462.54,1209.03,True,178.17,4.58,155.56,6.55,5.93,81.96,83.25,synthetic_placeholder,True
SYN FMCG 06,SYNFMC06,FMCG,2025,Q1,Q1 2025,1,8100,synthetic,27030.72,19400.32,7630.4,5776.55,128221.82,63103.11,36723.99,65118.7,8064.21,-5187.0,-1515.68,1361.53,True,180.44,5.1,156.66,6.65,6.02,80.81,83.46,synthetic_placeholder,True
SYN FMCG 06,SYNFMC06,FMCG,2025,Q2,Q2 2025,2,8101,synthetic,27325.82,19455.89,7869.94,5936.13,131987.72,66726.65,38168.15,65261.07,8885.63,-5915.1,-1625.47,1345.06,True,182.71,5.04,157.79,6.45,5.8,82.53,83.77,synthetic_placeholder,True
SYN FMCG 06,SYNFMC06,FMCG,2025,Q3,Q3 2025,3,8102,synthetic,26667.39,19535.75,7131.64,5379.94,127979.4,64946.48,36879.78,63032.92,8286.61,-5669.86,-1390.25,1226.49,True,184.98,4.95,159.06,6.3,5.68,83.74,84.04,synthetic_placeholder,True
SYN FMCG 06,SYNFMC06,FMCG,2025,Q4,Q4 2025,4,8103,synthetic,26116.36,18915.47,7200.89,5144.73,118392.61,54559.13,38586.2,63833.48,7970.38,-5874.37,-1319.76,776.25,True,187.15,4.7,160.35,6.3,5.66,85.12,84.13,synthetic_placeholder,True
SYN FMCG 07,SYNFMC07,FMCG,2024,Q1,Q1 2024,1,8096,synthetic,19455.52,13955.8,5499.72,4103.24,89033.8,44516.9,26710.14,44516.91,5509.72,-3305.83,-1101.95,1101.94,True,172.0,5.0,152.0,6.5,5.84,80.0,83.0,synthetic_placeholder,True
SYN FMCG 07,SYNFMC07,FMCG,2024,Q2,Q2 2024,2,8097,synthetic,19604.74,13835.27,5769.47,4101.17,83742.93,41829.25,26264.38,41913.68,5660.01,-3275.26,-1098.11,1286.64,True,174.0,4.66,153.2,6.55,5.9,83.91,83.25,synthetic_placeholder,True
SYN FMCG 07,SYNFMC07,FMCG,2024,Q3,Q3 2024,3,8098,synthetic,20824.53,14685.8,6138.72,4411.16,92876.03,45707.1,29388.94,47168.93,6293.63,-3403.03,-1208.14,1682.46,True,176.15,4.94,154.57,6.45,5.77,83.39,83.26,synthetic_placeholder,True
SYN FMCG 07,SYNFMC07,FMCG,2024,Q4,Q4 2024,4,8099,synthetic,21687.58,15199.29,6488.29,4767.33,97216.95,47964.91,28795.21,49252.04,6801.58,-3694.24,-1324.46,1782.88,True,178.17,4.58,155.56,6.55,5.93,81.96,83.25,synthetic_placeholder,True
SYN FMCG 07,SYNFMC07,FMCG,2025,Q1,Q1 2025,1,8100,synthetic,23053.85,16081.01,6972.84,5241.01,106440.63,56875.71,28814.19,49564.92,7452.4,-4087.07,-1561.42,1803.91,True,180.44,5.1,156.66,6.65,6.02,80.81,83.46,synthetic_placeholder,True
SYN FMCG 07,SYNFMC07,FMCG,2025,Q2,Q2 2025,2,8101,synthetic,24161.23,16916.65,7244.57,5494.69,108534.44,59446.45,29231.86,49087.98,7887.21,-4482.45,-1725.9,1678.86,True,182.71,5.04,157.79,6.45,5.8,82.53,83.77,synthetic_placeholder,True
SYN FMCG 07,SYNFMC07,FMCG,2025,Q3,Q3 2025,3,8102,synthetic,25482.3,17748.78,7733.52,5380.76,109137.4,61658.78,27450.9,47478.63,8410.12,-5004.95,-1902.12,1503.05,True,184.98,4.95,159.06,6.3,5.68,83.74,84.04,synthetic_placeholder,True
SYN FMCG 07,SYNFMC07,FMCG,2025,Q4,Q4 2025,4,8103,synthetic,26611.67,17994.04,8617.63,5706.34,114865.92,66538.21,27793.98,48327.71,9427.12,-5874.41,-2107.34,1445.37,True,187.15,4.7,160.35,6.3,5.66,85.12,84.13,synthetic_placeholder,True
SYN FMCG 08,SYNFMC08,FMCG,2024,Q1,Q1 2024,1,8096,synthetic,12550.19,9002.48,3547.71,2646.88,57433.11,28716.55,17229.93,28716.56,3554.16,-2132.5,-710.83,710.83,True,172.0,5.0,152.0,6.5,5.84,80.0,83.0,synthetic_placeholder,True
SYN FMCG 08,SYNFMC08,FMCG,2024,Q2,Q2 2024,2,8097,synthetic,13048.72,9304.26,3744.45,2709.34,56201.78,27946.36,16512.83,28255.42,3928.59,-2400.73,-812.44,715.41,True,174.0,4.66,153.2,6.55,5.9,83.91,83.25,synthetic_placeholder,True
SYN FMCG 08,SYNFMC08,FMCG,2024,Q3,Q3 2024,3,8098,synthetic,13079.31,9404.79,3674.53,2771.42,57526.65,28052.33,16373.83,29474.33,3658.29,-2079.48,-804.36,774.44,True,176.15,4.94,154.57,6.45,5.77,83.39,83.26,synthetic_placeholder,True
SYN FMCG 08,SYNFMC08,FMCG,2024,Q4,Q4 2024,4,8099,synthetic,13147.48,9449.08,3698.4,2734.54,54946.89,27267.55,15510.78,27679.34,3522.84,-1890.68,-761.18,870.98,True,178.17,4.58,155.56,6.55,5.93,81.96,83.25,synthetic_placeholder,True
SYN FMCG 08,SYNFMC08,FMCG,2025,Q1,Q1 2025,1,8100,synthetic,13275.48,9550.79,3724.69,2627.9,55995.85,27416.23,15844.9,28579.62,3666.03,-1950.95,-791.72,923.36,True,180.44,5.1,156.66,6.65,6.02,80.81,83.46,synthetic_placeholder,True
SYN FMCG 08,SYNFMC08,FMCG,2025,Q2,Q2 2025,2,8101,synthetic,14001.53,10105.39,3896.15,2827.21,57485.96,28973.45,14682.73,28512.5,3990.86,-2222.57,-908.98,859.31,True,182.71,5.04,157.79,6.45,5.8,82.53,83.77,synthetic_placeholder,True
SYN FMCG 08,SYNFMC08,FMCG,2025,Q3,Q3 2025,3,8102,synthetic,14400.27,10298.16,4102.11,3005.7,57065.85,29004.33,14218.25,28061.52,4107.93,-2257.86,-892.92,957.15,True,184.98,4.95,159.06,6.3,5.68,83.74,84.04,synthetic_placeholder,True
SYN FMCG 08,SYNFMC08,FMCG,2025,Q4,Q4 2025,4,8103,synthetic,13871.17,10101.49,3769.68,2891.35,54240.38,26991.34,13433.37,27249.04,3703.44,-2041.71,-829.81,831.92,True,187.15,4.7,160.35,6.3,5.66,85.12,84.13,synthetic_placeholder,True
SYN FMCG 09,SYNFMC09,FMCG,2024,Q1,Q1 2024,1,8096,synthetic,11970.5,8586.66,3383.84,2524.62,54780.28,27390.14,16434.09,27390.14,3390.0,-2034.0,-678.0,678.0,True,172.0,5.0,152.0,6.5,5.84,80.0,83.0,synthetic_placeholder,True
